parameters;mean;std;naive_se;mcse;ess;rhat;ess_per_sec
d2[6];0.6892330450557193;0.17248296243537697;0.002727195094345272;0.004111908772880647;2102.210248701786;0.9998379260313632;0.0035549729722698592
v[1];0.8668406726095014;0.17990013063238544;0.002844470820800828;0.003827772577200765;2760.689136788412;1.0000712282569018;0.004668503196662907
v[2];0.9412007588183546;0.2114546489549012;0.003343391562644155;0.006948170164313172;873.9925500692249;1.002495126333448;0.0014779777119724527
v[3];1.3017778529768822;0.2856958142923761;0.004517247455701975;0.008147446370382607;1201.9982736154222;1.001110246632836;0.0020326565233219087
v[4];1.4514943454234654;0.2948439609268603;0.004661892354372845;0.008583864153726422;1348.3239551673457;1.0011014691024125;0.0022801026783329462
u0[1];0.5047668386480186;0.22041099866474198;0.0034850038856645807;0.0032119390157186343;4931.335168072802;0.9993638731841032;0.008339205486477258
u0[2];0.5027337837253895;0.22531883574984085;0.0035626036035343507;0.003946092130661353;4768.516068411042;1.001799519011239;0.008063867898800519
u0[3];0.5043990162404558;0.22715020603453592;0.0035915601102282876;0.00369164120615062;3264.3721058232422;1.000789704920657;0.005520263548710104
u0[4];0.5708027785186828;0.22354956051373098;0.0035346289057651536;0.004073604603324416;3012.1100011530343;0.9993342882385173;0.005093672076908315
u0[5];0.4674475260662134;0.15704093233587796;0.0024830351602888046;0.004120099703823118;1557.09992326114;0.9999809115533971;0.002633156291448596
u0[6];0.6018798354956845;0.1567587048739697;0.002478572752299412;0.0055953940812116295;856.9187740891193;1.003372213801013;0.001449104856756687
